PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW
Noord-Holland;0363;AMSTERDAM;reguliere inst.;bachelor;21PL;Vrije Universiteit Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;61;138;47;130;47;136;52;111;45;125
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60046;M Finance;voltijd onderwijs;master;0;0;0;0;0;0;128;60;175;91
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60162;M Tinbergen Institute Master of Philosophy in Economics (research);voltijd onderwijs;master;20;8;19;7;19;8;21;7;22;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60177;M Econometrics;voltijd onderwijs;master;60;23;75;38;74;43;76;45;80;31
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60644;M Business Administration;voltijd onderwijs;master;0;0;278;397;310;373;339;443;299;417
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60900;M Accountancy and Control;deeltijd onderwijs;master;100;34;99;37;94;43;114;35;115;40
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60900;M Accountancy and Control;voltijd onderwijs;master;97;84;115;93;122;76;100;72;93;72
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60901;M Business Economics;voltijd onderwijs;master;174;89;190;101;179;90;64;43;40;28
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60902;M Business Studies;voltijd onderwijs;master;337;345;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);60904;M Operations Research;voltijd onderwijs;master;6;0;1;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);65006;M Entrepreneurship (joint degree);voltijd onderwijs;master;0;0;43;19;44;12;67;35;34;22
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;137;69;129;79;124;94;133;104;136;99
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);66402;M Fiscale Economie;deeltijd onderwijs;master;19;9;11;10;11;15;15;15;14;8
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);66402;M Fiscale Economie;voltijd onderwijs;master;63;36;74;46;67;40;58;33;64;36
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;economie;n.v.t. (economie);66411;M Actuarial Science and Mathematical Finance;voltijd onderwijs;master;38;28;37;18;33;26;33;20;32;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60163;M Communication Science (research);voltijd onderwijs;master;13;43;12;45;12;35;5;28;6;45
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60198;M Medische Antropologie en Sociologie;deeltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60198;M Medische Antropologie en Sociologie;voltijd onderwijs;master;9;39;3;21;5;30;5;25;3;17
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60211;M Contemporary Asian Studies;voltijd onderwijs;master;5;6;9;12;9;14;2;8;4;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60212;M Child Development and Education (research);voltijd onderwijs;master;2;37;5;37;4;40;5;38;5;32
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60214;M Social Sciences (research);voltijd onderwijs;master;22;47;25;55;28;48;33;43;25;56
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60216;M Gezondheidszorgpsychologie;voltijd onderwijs;master;56;272;53;276;43;283;47;259;44;242
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60217;M Urban Studies (research);voltijd onderwijs;master;16;16;14;21;11;27;19;23;21;22
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60218;M International Development Studies (research);voltijd onderwijs;master;9;26;12;32;13;38;12;35;11;37
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60329;M International Development Studies;voltijd onderwijs;master;16;37;17;44;19;52;11;44;28;63
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60383;M Psychology (research);voltijd onderwijs;master;34;69;32;71;29;71;29;83;21;88
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);65008;M Business in Society (research) (joint degree);voltijd onderwijs;master;0;0;0;0;2;4;3;10;5;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;deeltijd onderwijs;master;3;8;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;master;80;131;69;117;60;122;64;125;48;100
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;master;118;174;100;188;101;176;104;170;92;208
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66606;M Politicologie;voltijd onderwijs;master;151;146;141;126;163;107;148;136;131;123
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;deeltijd onderwijs;master;2;45;4;40;3;40;3;51;4;52
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;master;22;407;18;368;12;343;14;345;16;366
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;deeltijd onderwijs;master;1;7;2;7;4;10;4;13;5;14
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;voltijd onderwijs;master;13;36;12;38;11;45;15;61;7;50
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66614;M Culturele Antropologie en Sociologie der Niet-Westerse Samenlevingen;deeltijd onderwijs;master;0;2;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66614;M Culturele Antropologie en Sociologie der Niet-Westerse Samenlevingen;voltijd onderwijs;master;14;36;11;45;20;45;16;40;19;35
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;deeltijd onderwijs;master;0;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;voltijd onderwijs;master;103;296;105;297;96;272;76;246;71;247
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66620;M Sociale Geografie;voltijd onderwijs;master;19;13;13;13;30;24;38;25;27;26
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;voltijd onderwijs;master;36;13;30;22;36;18;33;28;21;30
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);69314;M Conflict Resolution and Governance;voltijd onderwijs;master;15;16;12;18;10;26;7;31;2;31
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;master;82;197;156;378;286;622;332;657;380;696
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66573;M Medical Informatics;voltijd onderwijs;master;22;12;23;14;22;20;25;23;35;29
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66588;M Tandheelkunde;voltijd onderwijs;master;79;121;82;137;83;134;78;134;79;143
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;master;96;189;121;230;136;252;139;289;117;291
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;master;112;32;132;37;148;35;66;17;35;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60225;M Life Sciences;voltijd onderwijs;master;11;12;13;10;19;8;20;14;17;21
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60226;M Logic;voltijd onderwijs;master;61;28;70;31;53;30;65;37;72;26
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60227;M System and Network Engineering;deeltijd onderwijs;master;18;0;11;0;11;0;10;0;10;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60227;M System and Network Engineering;voltijd onderwijs;master;31;3;28;3;31;2;25;2;33;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60228;M Software Engineering;deeltijd onderwijs;master;51;4;38;3;35;4;33;5;38;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60228;M Software Engineering;voltijd onderwijs;master;42;10;40;4;38;3;40;2;49;3
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60229;M Information Studies;deeltijd onderwijs;master;25;9;33;15;36;16;35;22;36;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60229;M Information Studies;voltijd onderwijs;master;96;38;90;40;110;42;119;59;139;70
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60230;M Astronomy and Astrophysics;voltijd onderwijs;master;21;8;24;7;29;10;21;7;14;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60231;M Mathematics and Science Education;voltijd onderwijs;master;0;1;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60232;M Mathematical Physics;voltijd onderwijs;master;12;0;16;0;14;1;12;2;8;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60299;M Computational Science;deeltijd onderwijs;master;3;0;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60299;M Computational Science;voltijd onderwijs;master;18;4;38;7;57;18;31;6;14;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60323;M Brain and Cognitive Sciences (research);voltijd onderwijs;master;41;80;46;92;46;84;50;86;47;87
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60335;M Conservering en Restauratie van Cultureel Erfgoed;voltijd onderwijs;master;1;30;4;23;7;39;5;38;8;37
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60338;M Forensic Science;voltijd onderwijs;master;17;49;19;46;20;61;12;65;14;65
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60707;M Biological Sciences;voltijd onderwijs;master;81;75;84;85;76;79;74;82;73;85
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);60801;M Stochastics and Financial Mathematics;voltijd onderwijs;master;17;2;19;3;23;5;29;6;30;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65012;M Chemistry (joint degree);deeltijd onderwijs;master;0;0;0;0;0;0;4;0;4;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65012;M Chemistry (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;92;58;96;75
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65014;M Computer Science (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;78;6;24;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65015;M Computational Science (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;43;9;73;18
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);65016;M Physics and Astronomy (joint degree);voltijd onderwijs;master;0;0;0;0;0;0;120;36;159;53
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66857;M Chemistry;deeltijd onderwijs;master;15;4;18;3;20;4;13;3;10;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;master;67;33;64;38;68;43;41;28;21;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;master;25;9;24;11;25;13;29;7;44;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66981;M Artificial Intelligence;voltijd onderwijs;master;84;11;96;20;108;26;153;35;225;54
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;natuur;n.v.t. (natuur);66986;M Earth Sciences;voltijd onderwijs;master;27;26;29;16;41;22;46;30;49;48
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60219;M Privaatrecht;deeltijd onderwijs;master;16;35;19;25;9;18;11;15;11;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60219;M Privaatrecht;voltijd onderwijs;master;152;260;146;270;146;226;153;223;134;204
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60220;M Publiekrecht;deeltijd onderwijs;master;21;26;17;21;11;16;11;15;7;16
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60220;M Publiekrecht;voltijd onderwijs;master;64;162;69;169;56;153;57;148;51;164
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60222;M Arbeidsrecht;deeltijd onderwijs;master;12;18;5;15;2;9;2;10;6;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60222;M Arbeidsrecht;voltijd onderwijs;master;21;63;24;73;27;78;23;66;22;48
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60223;M Informatierecht;deeltijd onderwijs;master;3;3;1;3;3;1;1;1;0;2
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60223;M Informatierecht;voltijd onderwijs;master;22;46;35;41;36;40;22;44;27;52
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60224;M International and European Law;deeltijd onderwijs;master;4;8;7;7;3;4;2;2;2;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60224;M International and European Law;voltijd onderwijs;master;77;130;91;151;79;176;96;177;107;173
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60366;M Information Law (research);voltijd onderwijs;master;4;3;3;4;2;8;4;5;4;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60369;M Public International Law (research);voltijd onderwijs;master;5;9;3;10;1;10;0;11;1;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60412;M European Private Law;deeltijd onderwijs;master;1;1;1;1;0;3;0;1;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);60412;M European Private Law;voltijd onderwijs;master;7;10;7;16;7;12;10;9;7;18
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66456;M International Criminal Law;voltijd onderwijs;master;1;6;2;8;1;15;3;10;4;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;master;24;15;21;15;20;10;14;11;19;10
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;master;86;57;78;58;82;61;81;78;91;82
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;master;2;2;0;1;0;2;0;1;0;1
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;master;6;13;6;13;4;16;3;12;2;6
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60037;M Museumconservator;duaal onderwijs;master;1;4;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;master;14;25;12;28;8;25;7;18;8;22
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;voltijd onderwijs;master;47;145;48;170;48;148;45;122;54;137
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60128;M Filosofie (research);voltijd onderwijs;master;24;5;27;7;24;7;24;7;27;13
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60133;M Archeologie (research);voltijd onderwijs;master;6;17;7;14;6;12;7;9;7;7
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60139;M Geschiedenis (research);voltijd onderwijs;master;32;23;28;30;26;26;29;27;26;22
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60181;M Archiefwetenschap;deeltijd onderwijs;master;1;2;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60181;M Archiefwetenschap;duaal onderwijs;master;6;2;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60182;M Kunstwetenschappen (research);voltijd onderwijs;master;4;10;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60184;M Cultural Analysis (research);voltijd onderwijs;master;4;17;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60185;M Literary Studies (research);voltijd onderwijs;master;0;6;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60186;M Redacteur/Editor;duaal onderwijs;master;7;10;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60187;M Tekst en Communicatie;duaal onderwijs;master;2;0;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60188;M Nederlands als tweede Taal;duaal onderwijs;master;0;5;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60189;M Nederlandse Letterkunde (research);voltijd onderwijs;master;1;6;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60191;M Journalistiek en Media;duaal onderwijs;master;4;6;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60192;M Preservation and Presentation of the Moving Image;duaal onderwijs;master;1;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60193;M Dramaturgie;duaal onderwijs;master;0;3;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60194;M Media Studies (research);voltijd onderwijs;master;2;5;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60195;M Religiewetenschappen (research);voltijd onderwijs;master;0;5;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60283;M Cultureel Erfgoed;duaal onderwijs;master;4;9;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60284;M Europese Studies;voltijd onderwijs;master;47;105;56;81;63;71;47;69;42;68
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60720;M Linguistics (research);voltijd onderwijs;master;0;6;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60723;M Wijsbegeerte (research);voltijd onderwijs;master;8;5;0;0;0;0;0;0;0;0
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60805;M Archeologie;voltijd onderwijs;master;10;12;9;13;12;17;12;15;11;11
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60808;M Erfgoedstudies;deeltijd onderwijs;master;2;5;3;2;4;3;2;6;4;4
Noord-Holland;0363;AMSTERDAM;reguliere inst.;master;21PK;Universiteit van Amsterdam;taal en cultuur;n.v.t. (taal en cultuur);60808;M Erfgoedstudies;voltijd onderwijs;master;1;8;1;10;2;9;3;6;1;5
