PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;OPLEIDINGSFASE ACTUEEL;2013 MAN;2013 VROUW;2014 MAN;2014 VROUW;2015 MAN;2015 VROUW;2016 MAN;2016 VROUW;2017 MAN;2017 VROUW
Gelderland;0200;APELDOORN;WO kleine univ.;bachelor;21QO;Theologische Universiteit Apeldoorn;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;bachelor;27;7;23;8;28;11;31;10;21;7
Gelderland;0200;APELDOORN;WO kleine univ.;bachelor;21QO;Theologische Universiteit Apeldoorn;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;propedeuse bachelor;19;7;31;9;18;5;17;7;23;9
Gelderland;0200;APELDOORN;WO kleine univ.;master;21QO;Theologische Universiteit Apeldoorn;taal en cultuur;n.v.t. (taal en cultuur);60257;M Theologie;voltijd onderwijs;master;41;3;40;3;36;2;28;2;33;3
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);50645;B Bedrijfskunde;voltijd onderwijs;bachelor;263;206;257;221;272;236;295;254;311;294
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);50645;B Bedrijfskunde;voltijd onderwijs;propedeuse bachelor;304;163;313;158;269;149;287;154;394;202
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;bachelor;130;70;135;54;159;72;188;81;198;94
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);50950;B Economie en Bedrijfseconomie;voltijd onderwijs;propedeuse bachelor;188;52;217;66;222;60;204;68;216;76
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;bachelor;21;100;18;115;20;92;19;76;21;75
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);50035;B Culturele Antropologie en Ontwikkelingssociologie;voltijd onderwijs;propedeuse bachelor;8;61;16;34;18;44;15;44;14;43
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;bachelor;23;46;28;67;26;66;27;60;25;63
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56601;B Sociologie;voltijd onderwijs;propedeuse bachelor;28;49;20;38;17;29;15;42;15;30
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;bachelor;188;641;154;592;134;544;144;496;169;577
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56604;B Psychologie;voltijd onderwijs;propedeuse bachelor;152;440;153;400;139;360;242;578;194;454
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;bachelor;84;58;91;52;106;55;127;71;147;69
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56606;B Politicologie;voltijd onderwijs;propedeuse bachelor;95;46;110;38;112;33;91;23;104;39
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;bachelor;22;423;16;428;21;477;21;362;45;490
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56607;B Pedagogische Wetenschappen;voltijd onderwijs;propedeuse bachelor;18;257;14;226;15;151;14;120;21;167
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;bachelor;67;100;65;126;58;123;58;118;57;124
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56615;B Communicatiewetenschap;voltijd onderwijs;propedeuse bachelor;43;77;39;58;32;46;29;49;29;54
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;bachelor;71;82;76;65;85;57;84;58;100;79
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56627;B Bestuurskunde;voltijd onderwijs;propedeuse bachelor;87;37;87;36;76;37;75;39;87;56
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56947;B Geografie, Planologie en Milieu;voltijd onderwijs;bachelor;101;43;99;55;111;63;101;63;88;93
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);56947;B Geografie, Planologie en Milieu;voltijd onderwijs;propedeuse bachelor;97;33;84;38;87;35;74;35;101;37
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;bachelor;250;443;241;428;238;429;227;417;205;412
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);56551;B Geneeskunde;voltijd onderwijs;propedeuse bachelor;150;280;144;257;144;271;154;259;142;271
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;bachelor;44;99;44;94;40;94;42;95;43;98
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);56560;B Tandheelkunde;voltijd onderwijs;propedeuse bachelor;26;49;21;54;24;54;27;55;27;47
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;bachelor;69;101;68;103;80;132;81;127;59;122
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;gezondheidszorg;n.v.t. (gezondheidszorg);56990;B Biomedische Wetenschappen;voltijd onderwijs;propedeuse bachelor;60;85;55;97;42;91;40;80;48;79
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;bachelor;19;1;17;0;8;1;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56842;B Informatiekunde;voltijd onderwijs;propedeuse bachelor;5;1;4;1;3;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;bachelor;59;29;66;31;60;29;56;35;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56857;B Scheikunde;voltijd onderwijs;propedeuse bachelor;52;13;60;18;51;25;67;19;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;bachelor;155;147;152;186;143;200;113;183;148;200
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56860;B Biologie;voltijd onderwijs;propedeuse bachelor;144;174;140;145;136;142;147;161;130;186
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56943;B Chemistry;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;69;38
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56943;B Chemistry;voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;63;31
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56944;B Molecular Life Sciences;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;38;37
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56944;B Molecular Life Sciences;voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;54;82
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56945;B Artificial Intelligence;voltijd onderwijs;bachelor;0;0;0;0;0;0;0;0;120;58
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56945;B Artificial Intelligence;voltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;180;81
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56948;B Science;voltijd onderwijs;bachelor;27;22;27;20;30;14;25;18;29;19
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56948;B Science;voltijd onderwijs;propedeuse bachelor;41;13;44;17;47;20;49;16;41;23
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;bachelor;51;5;64;2;87;5;103;7;123;15
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56978;B Informatica;voltijd onderwijs;propedeuse bachelor;94;5;114;10;125;14;142;15;155;19
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;bachelor;46;31;46;30;39;23;44;20;46;23
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56980;B Wiskunde;voltijd onderwijs;propedeuse bachelor;53;24;61;27;66;34;51;25;69;29
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;bachelor;59;12;68;20;80;34;96;41;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56981;B Kunstmatige Intelligentie;voltijd onderwijs;propedeuse bachelor;82;34;88;32;116;42;149;65;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56984;B Natuur- en Sterrenkunde;voltijd onderwijs;bachelor;81;22;93;22;100;16;109;16;105;15
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);56984;B Natuur- en Sterrenkunde;voltijd onderwijs;propedeuse bachelor;120;18;134;13;120;20;104;25;114;27
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);59304;B Moleculaire Levenswetenschappen;voltijd onderwijs;bachelor;36;58;32;51;30;48;39;35;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;natuur;n.v.t. (natuur);59304;B Moleculaire Levenswetenschappen;voltijd onderwijs;propedeuse bachelor;46;47;37;33;46;37;50;56;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50017;B European Law School;voltijd onderwijs;bachelor;29;97;30;95;44;94;53;92;51;106
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50017;B European Law School;voltijd onderwijs;propedeuse bachelor;26;40;35;61;35;61;32;72;30;53
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;bachelor;18;41;33;42;43;41;39;46;46;50
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;deeltijd onderwijs;propedeuse bachelor;4;0;1;1;1;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;bachelor;253;402;260;412;291;442;289;459;301;492
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);50700;B Rechtsgeleerdheid;voltijd onderwijs;propedeuse bachelor;223;256;246;273;268;288;247;290;249;300
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;bachelor;4;6;1;5;2;8;1;8;3;15
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;deeltijd onderwijs;propedeuse bachelor;0;1;0;0;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;bachelor;24;51;25;51;30;59;35;55;45;95
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;recht;n.v.t. (recht);56828;B Notarieel Recht;voltijd onderwijs;propedeuse bachelor;8;27;8;23;11;24;12;38;22;41
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;bachelor;6;7;7;11;3;17;4;9;6;19
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;deeltijd onderwijs;propedeuse bachelor;0;1;0;0;1;0;1;0;1;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;bachelor;11;20;13;29;8;22;10;27;21;40
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;propedeuse bachelor;5;14;5;9;7;17;13;18;10;25
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;bachelor;17;23;15;24;15;19;13;17;14;13
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;13;20;17;13;10;13;13;15;12;20
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;bachelor;157;71;179;80;177;72;166;75;165;69
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;propedeuse bachelor;132;46;122;53;104;45;99;43;102;48
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56041;B Islam en Arabisch;voltijd onderwijs;bachelor;6;10;7;6;3;2;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56041;B Islam en Arabisch;voltijd onderwijs;propedeuse bachelor;2;3;1;1;1;1;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56074;B Romaanse Talen en Culturen;voltijd onderwijs;bachelor;13;50;8;39;14;41;16;49;15;37
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56074;B Romaanse Talen en Culturen;voltijd onderwijs;propedeuse bachelor;10;37;11;41;13;33;8;17;10;16
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;bachelor;60;41;58;39;66;55;75;53;84;51
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56081;B Wijsbegeerte;voltijd onderwijs;propedeuse bachelor;45;22;58;26;53;24;53;25;49;23
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;bachelor;0;5;0;2;0;1;1;1;2;2
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;deeltijd onderwijs;propedeuse bachelor;0;0;0;0;0;0;0;0;0;1
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;bachelor;5;9;2;5;2;2;2;6;3;6
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56109;B Theologie;voltijd onderwijs;propedeuse bachelor;2;1;0;2;0;4;2;5;4;7
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56801;B Taal- en Cultuurstudies;voltijd onderwijs;bachelor;2;9;1;1;0;0;0;0;0;0
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;bachelor;8;22;8;36;4;38;5;45;7;46
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;propedeuse bachelor;11;30;11;41;9;27;13;16;12;19
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;bachelor;12;58;15;65;12;61;10;44;12;41
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;12;55;14;46;10;24;13;23;12;17
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;bachelor;10;18;12;26;10;28;14;25;14;24
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;10;25;7;18;10;10;7;8;14;15
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;bachelor;51;131;60;125;51;127;45;123;43;106
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;propedeuse bachelor;60;112;53;121;48;104;47;95;38;87
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;bachelor;21;81;23;76;16;65;16;54;12;57
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56823;B Algemene Cultuurwetenschappen;voltijd onderwijs;propedeuse bachelor;14;28;9;23;9;24;6;43;6;57
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;bachelor;10;36;7;40;7;37;8;34;6;37
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;propedeuse bachelor;4;22;10;21;4;12;5;13;6;14
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;bachelor;57;228;57;229;56;219;65;212;46;199
Gelderland;0268;NIJMEGEN;reguliere inst.;bachelor;21PM;Radboud Universiteit Nijmegen;taal en cultuur;n.v.t. (taal en cultuur);56826;B Communicatie- en Informatiewetenschappen;voltijd onderwijs;propedeuse bachelor;39;132;42;130;23;94;40;85;66;119
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);60644;M Business Administration;voltijd onderwijs;master;190;157;192;176;171;151;178;150;198;183
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;economie;n.v.t. (economie);66401;M Economics;voltijd onderwijs;master;87;48;88;58;113;52;106;57;101;50
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60132;M Social and Cultural Science: Comparative Research on Societies (research);voltijd onderwijs;master;14;14;12;21;11;24;13;30;12;16
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;master;54;22;53;38;64;44;71;47;77;56
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60253;M Anthropology and Development Studies;voltijd onderwijs;master;2;22;7;22;13;25;7;21;9;17
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60260;M Psychologie;voltijd onderwijs;master;75;329;89;371;102;396;81;306;71;269
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60266;M Behavioural Science (research);voltijd onderwijs;master;18;56;18;55;24;50;28;60;26;66
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60466;M Human Geography;duaal onderwijs;master;2;0;4;0;3;1;3;3;2;6
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60466;M Human Geography;voltijd onderwijs;master;88;72;86;72;90;75;89;80;79;100
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66601;M Sociologie;voltijd onderwijs;master;10;9;11;6;8;8;5;17;11;28
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66607;M Pedagogische Wetenschappen;voltijd onderwijs;master;11;300;7;303;8;313;7;339;9;361
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66613;M Onderwijskunde;voltijd onderwijs;master;5;21;9;40;11;36;8;59;7;54
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66615;M Communicatiewetenschap;voltijd onderwijs;master;29;64;31;49;35;56;33;62;27;61
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;duaal onderwijs;master;3;1;2;2;0;3;1;1;3;0
Gelderland;0268;NIJMEGEN;reguliere inst.;master;21PM;Radboud Universiteit Nijmegen;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66622;M Planologie;voltijd onderwijs;master;65;46;60;23;58;27;63;33;59;28
